FIPS_final,Name_final,group,superclus2,sample,count,unemployed,lastworked_pastyr,male,age25,agemed,age75,a2534,a3544,a4554,a5564,whiteNH,blackNH,latino,asianNH,otherNH,insch,lths,hs,sc,aa,baplus,dis,fb,lep,married,children,nospouse_kids,snap,fincpadj
37183c,"Wake County, NC",1,1,319,17076.69331008974,.37323856,.27606824,.31514883,31,36,46,.44449478,.27678558,.2768918,.0018278538,.32726818,.29269341,.30659625,.058791544,.014650597,.0082063023,.40568992,.59431005,0,0,0,.1152714,.40437767,.30343869,.47972146,.47674975,.14472395,.35141897,29523.12980674717
37183c,"Wake County, NC",2,5,261,11638.0355385743,.54050124,.43829438,.37579462,30,38,47,.37311122,.28981498,.33707383,0,.54304993,.32058838,.094047263,.018052027,.024262356,.059809141,0,0,.74207568,.25792429,0,.11837815,.12853457,.046602756,.46750104,.31327727,.1255019,.20177454,49471.47684773334
37183c,"Wake County, NC",3,2,98,3519.166246193474,.16572869,.24886516,.35596764,56,59,60,0,0,0,1,.51540858,.23909105,.11811005,.11655942,.010830884,0,.3525275,.6474725,0,0,0,.11013486,.32077813,.15572003,.53290725,0,0,.21912992,54125.73797903647
37183c,"Wake County, NC",4,4,117,4395.790504944774,.21734725,.30027801,.26846012,57,60,61,0,0,0,1,.72536588,.21072277,.020989146,.039889015,.0030332049,0,0,0,.76452261,.23547739,0,.12896056,.089990474,.051455859,.64771593,.057555065,0,.10193191,70889.49119999999
37183c,"Wake County, NC",5,6,380,13364.71946582391,.31145835,.25211942,.29422274,45,53,59,0,.20621935,.34921694,.44456369,.71319079,.099742055,.060096115,.11462514,.012345883,.016251395,0,0,0,0,1,.075957544,.23640056,.074641712,.74155903,.25024271,.024429996,.076518595,87493.02531270385
37183c,"Wake County, NC",6,7,91,3288.101092696575,.46501938,.48985788,.28055617,28,30,33,.88503605,.06289728,.052066691,0,.43663195,.16556393,.077101544,.27620885,.044493739,0,0,0,0,0,1,.081809126,.33248484,.13137197,.65497881,.40856752,.061527424,.10634789,71757.60716917715
39035c,"Cuyahoga County, OH",ALL,,2700,92210.16389208433,.41173136,.29731521,.44513839,34,45,55,.26073146,.22864409,.24679613,.26382834,.49179959,.38519615,.071060278,.029688532,.022255473,.029271506,.19209708,.34062332,.23523086,.06766516,.16438356,.1987457,.087230802,.059443343,.36524054,.23998936,.12019356,.41823092,34751.18404335864
39035c,"Cuyahoga County, OH",1,2,440,12754.86929899018,.21540396,.20562138,.38292962,56,58,60,0,.045882996,.058296252,.89582074,.51908845,.35111189,.090193227,.019210244,.020396195,.0052923714,.27486253,.72513747,0,0,0,.25905317,.16699909,.18385167,.50526989,.0352428,.0060929758,.35063857,35740.61796754612
39035c,"Cuyahoga County, OH",2,1,999,36367.36807418634,.47027615,.26439986,.50818247,31,40,48,.35028544,.29501826,.3546963,0,.41452166,.46518719,.082614869,.015964454,.021711821,.019869231,.39066529,.60933471,0,0,0,.19159815,.053052768,.039754331,.25131878,.30849308,.17116439,.56534111,24705.11903967384
39035c,"Cuyahoga County, OH",3,6,411,12064.67253075892,.348259,.33110785,.3808673,43,53,59,.0042665466,.2769573,.25734788,.46142828,.69219512,.16674523,.03689662,.097397596,.0067654126,.0054193884,0,0,0,0,1,.11772088,.16418454,.075108476,.60234112,.20411596,.046327133,.13765542,67728.93008096477
39035c,"Cuyahoga County, OH",4,7,80,3093.161830119281,.48987094,.54796416,.42194414,27,30,33,1,0,0,0,.49382383,.24664247,.01382873,.15861775,.087087236,.041780595,0,0,0,0,1,.04081155,.23780107,.034510635,.3786889,.33604592,.143503,.18957928,51086.8720101083
39035c,"Cuyahoga County, OH",5,4,546,18031.00230629088,.39140332,.35670632,.43746349,44,51,58,0,.27894983,.31504676,.40600342,.57096857,.36073172,.039690159,.0074318936,.021177618,.037470777,0,0,.75072426,.24927576,0,.28765297,.048475303,.034886174,.38725621,.12693171,.053487442,.36352584,40851.5712
39035c,"Cuyahoga County, OH",6,5,224,9899.089851738439,.5395835,.3087011,.39324042,27,30,34,.824166,.14121458,.033210386,.0014090108,.3514699,.48933715,.12061898,.011341456,.027232515,.10493715,0,0,.82374907,.17625095,0,.13345589,.03976902,.0049072457,.27006778,.47177231,.28420007,.47791493,31039.184
39049c,"Franklin County, OH",ALL,,1845,78657.67798209692,.31669348,.31562525,.38241225,32,43,53,.30454081,.23078461,.24315581,.22151875,.58721024,.25814188,.065355495,.058072936,.031219469,.028227966,.20314299,.36112505,.21345811,.042318627,.17995521,.1988693,.17918909,.12254569,.45716989,.28538066,.12344345,.36145964,35878.80358458858
39049c,"Franklin County, OH",1,7,93,4008.190956731053,.32228047,.43293893,.25722191,27,30,33,1,0,0,0,.5900473,.12763198,.02075175,.23402372,.027545288,.015941916,0,0,0,0,1,.069269583,.37956741,.17825197,.55325872,.38890213,.10438216,.20752668,51255.43369226939
39049c,"Franklin County, OH",2,5,124,5942.839114752733,.49877647,.43657511,.35043088,26,28,32,1,0,0,0,.57672536,.33637804,.032768585,.021305922,.032822095,.19453879,0,0,.86522692,.13477308,0,.13510728,.083849229,.031623811,.37597471,.45768368,.19421707,.38924637,30037.92
39049c,"Franklin County, OH",3,4,358,14175.96479992049,.33571377,.31154737,.35790688,41,49,56,.033703536,.32872403,.34693089,.29064155,.58707303,.26908666,.059262808,.038538687,.046038833,.041458081,0,0,.82168758,.17831239,0,.26600152,.12289366,.093864799,.46090797,.20057511,.082683817,.28762689,43413.74498882721
39049c,"Franklin County, OH",4,6,289,10146.66874965226,.38672477,.40672961,.35958061,46,55,60,0,.22979435,.26885214,.5013535,.77090687,.089956708,.048654508,.060621418,.029860497,.02216416,0,0,0,0,1,.089784957,.16551827,.07388597,.67095912,.20497805,.060671031,.10594308,85307.69279999999
39049c,"Franklin County, OH",5,1,353,15013.99203754993,.24980649,.23845875,.44374377,46,55,59,0,.20678291,.25644279,.53677428,.33265781,.44221234,.091345012,.10030762,.033477202,.0020330767,.369504,.63049597,0,0,0,.27277303,.21854086,.18083774,.405224,.020476315,.0013285654,.37906924,39349.6752
39049c,"Franklin County, OH",6,1,628,29370.02232349046,.27990574,.28508314,.39433149,29,36,45,.46052617,.27431771,.25978217,.0053739576,.65567541,.21884659,.073461093,.028457811,.02355912,.005352736,.35515893,.64484107,0,0,0,.19696181,.18291271,.134196,.41137704,.44051805,.21550928,.4917545,25432.1056
39061c,"Hamilton County, OH",ALL,,1418,54841.29723240563,.35375649,.35845891,.40474847,34,45,55,.27412996,.21025929,.23589042,.27972034,.58930254,.33286685,.027196065,.032935638,.017698914,.025065698,.17767103,.34238434,.20254734,.081698149,.19569916,.20537506,.082825698,.056410156,.40556893,.25577167,.12423825,.33927929,40140.67376
39061c,"Hamilton County, OH",1,7,139,4722.805231178552,.5108912,.58013487,.3417407,30,35,47,.49107552,.22432326,.28460121,0,.68229902,.15555197,.016011117,.14613789,0,.0092201289,0,0,0,0,1,.099847786,.22558986,.055408571,.57053858,.44053373,.10761221,.11373838,55529.20870663946
39061c,"Hamilton County, OH",2,6,187,6009.589927804758,.19093738,.30080763,.3564595,56,59,61,0,.059834801,.10039479,.83977044,.87889808,.088950619,.0049780975,.018257046,.0089161443,.032596171,0,0,0,0,1,.20776178,.045836929,.011011149,.66277546,.017161287,.0033332394,.072529979,108534.362472068
39061c,"Hamilton County, OH",4,4,116,3914.709208283104,.19926585,.24208802,.44698483,56,59,61,0,0,0,1,.70772588,.26106825,0,.01182454,.019381339,.0072376598,0,0,.66805863,.3319414,0,.19355576,.023487667,.0059697842,.56813091,.055113815,.035718143,.16104077,63606.18451851429
39061c,"Hamilton County, OH",5,2,171,6378.840420571178,.11966807,.21790591,.42236331,56,59,61,0,0,0,1,.64242983,.31440219,.0059926901,.02887547,.0082998294,.0059926901,.18587594,.81412405,0,0,0,.33776328,.037296496,.023239605,.47180641,.0074756583,.0022470125,.27862704,42807.9718029366
39061c,"Hamilton County, OH",6,1,526,22141.66981425351,.39573976,.33940217,.45710087,31,39,47,.3674213,.28219455,.35038412,0,.4572967,.4396233,.058262166,.02239858,.022419257,.011374484,.3865127,.6134873,0,0,0,.2058814,.10122284,.092737205,.29565036,.28637728,.15098162,.47661802,28805.55373505539
39061c,"Hamilton County, OH",7,5,279,11673.68263031439,.47409377,.45042643,.33201176,32,37,45,.3922556,.33096805,.27677634,0,.58423054,.36185068,.0049415166,.023977973,.024999276,.069968581,0,0,.72750854,.27249143,0,.1775018,.053992573,.046324834,.32419389,.44877443,.23882598,.40026894,35878.80358458858
39113c,"Montgomery County, OH",ALL,,919,35550.63980232171,.33541214,.29339758,.39467764,34,44,54,.26384109,.24532908,.25022328,.24060656,.66550899,.24045946,.051122051,.027143059,.015766438,.017499574,.17412296,.36579588,.24653269,.090281457,.12326701,.23107225,.10593408,.055930022,.4811613,.26580888,.10489778,.38193184,35336.76917695239
39113c,"Montgomery County, OH",1,2,132,4642.826404264045,.25723821,.2262692,.44925883,56,57,60,0,0,.064889729,.93511027,.79476023,.16861369,.0098359622,.020954806,.0058353096,.0051869419,.1771777,.82282227,0,0,0,.2091435,.096741378,.10664914,.62090844,.059860334,.029577319,.31196329,46058.144
39113c,"Montgomery County, OH",2,1,339,14551.63374928405,.31676447,.26280901,.43668959,32,39,46,.3542577,.36352888,.28221342,0,.62175876,.27432543,.07946755,.012707214,.011741063,.010230245,.36886424,.63113576,0,0,0,.25342485,.098862678,.08055158,.38220018,.34287679,.13638626,.50082225,25012.65164182746
39113c,"Montgomery County, OH",3,7,26,1036.643574985368,.36715063,.24609743,.1939089,26,29,31,1,0,0,0,.47685349,.27258179,.062367,.13960931,.048588421,.013551306,0,0,0,0,1,.037750069,.54957414,.23833968,.61868918,.24953751,.08680965,.08939106,36083.82531935765
39113c,"Montgomery County, OH",4,5,76,3188.047291938569,.55354369,.44087502,.34632042,27,29,32,1,0,0,0,.57426715,.39396283,.0082560331,0,.023514019,.073538296,0,0,.7564944,.24350558,0,.081895702,.032708019,0,.27406773,.42504758,.21883453,.35385197,35336.76917695239
39113c,"Montgomery County, OH",5,4,246,8785.911168699473,.35374358,.30047002,.35087842,42,49,57,0,.3244285,.34732753,.32824397,.69447559,.22438037,.039485354,.014657429,.027001219,.016391478,0,0,.72305024,.27694979,0,.30687565,.056006968,.0046643098,.5377692,.19909357,.079512931,.35469574,45412.31425135068
39113c,"Montgomery County, OH",6,6,100,3345.577613150177,.25917074,.37515026,.3595129,46,52,58,0,.17374185,.42924452,.39701363,.7457642,.07886,.053050466,.12232534,0,.016937783,0,0,0,0,1,.16726586,.21287745,.0098590069,.72372884,.24491,.036160801,.15084371,79590.47536
39153c,"Summit County, OH",ALL,,950,35397.39884445268,.36847159,.26555458,.42893359,33,47,55,.27582538,.18704127,.27531251,.26182082,.72636944,.19344789,.021283524,.039782148,.019116988,.029162062,.1744698,.39024934,.17446984,.074400708,.18641029,.1797836,.077803023,.051857635,.47198382,.23941934,.11162552,.34881797,40050.56
39153c,"Summit County, OH",1,1,392,14326.12154257279,.33496663,.20661069,.46895751,44,51,57,0,.25992233,.41584367,.32423401,.69296408,.21883368,.011996278,.059281617,.01692434,.0045337798,.28762135,.71237868,0,0,0,.22162411,.086063854,.071478315,.49856165,.10554836,.026721407,.35826084,40050.56
39153c,"Summit County, OH",2,3,128,5663.467382970881,.41436717,.2885116,.4298901,27,29,31,1,0,0,0,.67910755,.23649207,.031231277,.049931958,.0032371217,.019246161,.36290118,.63709879,0,0,0,.13071258,.074861929,.067032605,.30477121,.55686384,.30145141,.51839691,32803.47756305241
39153c,"Summit County, OH",3,6,159,5213.777161199164,.29537791,.30732727,.31531769,48,54,59,0,.18125184,.32933542,.48941272,.9263466,.035199627,.0018519026,.021269364,.01533251,.0038970129,0,0,0,0,1,.13629311,.079977758,.025422534,.69263422,.17813641,.045114223,.11896364,60577.31858906123
39153c,"Summit County, OH",4,7,37,1384.662571568989,.44719142,.37101564,.27376607,26,29,31,1,0,0,0,.90546274,.033917952,0,.060619317,0,0,0,0,0,0,1,.035106011,.18903205,.11015246,.54130507,.35049295,.018033911,.1455237,59456.30308303249
39153c,"Summit County, OH",5,5,163,6738.29863066716,.4997355,.34051687,.48970059,31,37,47,.40297583,.28970057,.30732363,0,.61729997,.26215973,.058618441,.012063845,.04985797,.12436248,0,0,.72226042,.27773958,0,.17683655,.058478925,.01819524,.31807885,.3554109,.23759595,.44318268,26233.1168
39153c,"Summit County, OH",6,4,71,2071.071555473645,.17903653,.19094634,.34151584,57,59,61,0,0,0,1,.81837875,.18162125,0,0,0,0,0,0,.63202655,.36797348,0,.24034984,.011735466,.011735466,.64430761,0,0,.22731632,75795.68479999999
40109c,"Oklahoma County, OK",ALL,,981,52430.1279928364,.24744816,.30252552,.29909089,33,44,54,.29695314,.23096652,.25087446,.22120586,.53379983,.13866618,.21263202,.037799034,.077102974,.016003642,.26754066,.33565697,.19114742,.058858007,.14679696,.20231578,.20817329,.17251197,.50647587,.34106761,.1322329,.33947289,36596.37965628035
40109c,"Oklahoma County, OK",1,3,164,10072.20244291002,.27565822,.37891641,.31279153,27,29,32,1,0,0,0,.38343263,.15760145,.31381616,.050560821,.094588943,.023507562,.44940975,.55059028,0,0,0,.13994096,.2808491,.24643371,.39501661,.5242359,.18087134,.4734959,24503.52536927527
40109c,"Oklahoma County, OK",2,1,403,21553.52646753906,.22875427,.23305801,.33476156,41,49,55,0,.37360272,.3709102,.25548708,.47325224,.13945508,.28035134,.036254741,.070686594,.0020580834,.44079307,.55920696,0,0,0,.21061632,.29308471,.25958827,.51379812,.30290174,.12185918,.36008272,32040.448
40109c,"Oklahoma County, OK",3,4,168,8047.517856498602,.2624774,.29513988,.24847309,46,53,58,0,.22302748,.34963495,.42733756,.59011585,.20177755,.077530086,.049663346,.080913186,.026695797,0,0,.80505246,.19494754,0,.29914236,.061615907,.055313896,.54802752,.069978148,.042858485,.28880969,50063.2
40109c,"Oklahoma County, OK",4,5,86,5060.298224978103,.37037894,.41455218,.22628348,28,31,36,.71753675,.25209615,.030367117,0,.66519719,.11806373,.084789522,0,.13194956,.067803554,0,0,.7001977,.29980227,0,.19475466,.076436594,.059507422,.43568394,.75198698,.33957681,.40790561,36903.91225843396
40109c,"Oklahoma County, OK",5,6,115,5271.88395612325,.095720358,.33758715,.28192234,49,55,60,0,.096393615,.40052301,.50308341,.77273852,.059016015,.11326081,.026153173,.028831474,0,0,0,0,0,1,.18634307,.082641616,.041993812,.68017983,.020438483,.0079779569,.082987063,100126.4
40109c,"Oklahoma County, OK",6,7,45,2424.699044787409,.31989393,.31718773,.28237203,29,31,34,.76963741,.19733319,.033029426,0,.71599591,.05970709,.12160698,.063343436,.039346602,0,0,0,0,0,1,.11677917,.18577565,0,.53654706,.65873331,.15647174,.18253174,38544.08613658658
4013a,"Phoenix, AZ",ALL,,3618,145007.0035571933,.24537642,.19682601,.35706407,33,42,52,.30761978,.26951855,.22600567,.19685598,.36227554,.063738227,.50651985,.032607328,.03485902,.011932061,.34642202,.30559415,.17753321,.049894094,.12055654,.13356872,.39307699,.29309592,.47752759,.35118064,.12752712,.38770825,30753.26021536163
4013a,"Phoenix, AZ",1,3,594,26246.01720096699,.25377116,.19709291,.38043919,27,29,32,1,0,0,0,.21410386,.087918192,.64672112,.0078713801,.043385472,0,.49368465,.50631535,0,0,0,.077856496,.35535523,.23804924,.37639838,.52983743,.21963651,.51398498,24602.6081722893
4013a,"Phoenix, AZ",2,1,671,27577.18481995125,.25139838,.18785194,.42135856,39,44,50,0,.50409448,.49590552,0,.41083431,.10766128,.41631243,.016116207,.049075764,.0036857696,.41550419,.58449584,0,0,0,.17291337,.19968979,.0028895538,.37363625,.30762863,.14544748,.49470493,30037.92
4013a,"Phoenix, AZ",3,2,387,15106.29197829906,.1484293,.12839191,.3912881,56,59,61,0,.0046408563,.0024510033,.99290812,.40842852,.018836927,.51166004,.033505607,.02756889,0,.53161621,.46838376,0,0,0,.24840918,.39575577,.34895831,.53057724,.028042363,.0059855408,.30571511,35044.24
4013a,"Phoenix, AZ",4,1,601,25617.41642172095,.11877892,.081919901,.19800067,37,41,46,.12249872,.55379343,.30639693,.01731091,.0026254584,.012712841,.95814407,.015844369,.010673287,.0019800242,.69433933,.30566069,0,0,0,.058470048,.97264886,1,.6405465,.54068577,.11150023,.36309758,24602.6081722893
4013a,"Phoenix, AZ",5,4,568,20815.51499209539,.32773694,.30601916,.40094107,44,51,57,0,.27496895,.36045283,.36457822,.63468039,.094778471,.19435987,.038577948,.037603337,.030139333,0,0,.76962095,.23037907,0,.22352342,.12838753,.0027981335,.44415069,.18622497,.076458119,.31757101,43494.90816
4013a,"Phoenix, AZ",6,5,211,9301.891760810415,.48632821,.31695393,.41579562,27,30,32,1,0,0,0,.48067275,.071378559,.3649703,.023250394,.059728,.069003627,0,0,.80099338,.19900665,0,.13716555,.15282434,.014614205,.30803695,.44151586,.22346959,.486839,36346.39115343674
4013a,"Phoenix, AZ",7,5,75,2861.144000692417,.23798613,.098272189,.17416345,31,37,45,.3287178,.41591689,.18129575,.074069567,.007479561,.04527789,.81340444,.1278964,.0059416792,.031224201,0,0,.79434949,.20565054,0,.10116392,.9433378,1,.69619554,.68566847,.25578856,.51604259,26032.864
4013a,"Phoenix, AZ",8,6,181,5302.067893766829,.18739545,.21911696,.41157013,58,60,62,0,0,0,1,.81503266,.037487224,.065128416,.057429876,.024921812,0,0,0,0,0,1,.092479616,.19227816,.085698776,.69211572,.031480744,.0067107808,.077403381,89184.45462454874
4013a,"Phoenix, AZ",9,7,330,12179.47448889028,.30236536,.27821857,.35262239,31,38,45,.40892619,.3292498,.26182401,0,.60111314,.032073714,.21402346,.12114661,.031643052,.018005641,0,0,0,0,1,.049073294,.28389716,.14572392,.56371361,.34052357,.10938972,.17588149,52666.48639999999
4013b,"Maricopa County (excluding Phoenix), AZ",ALL,,4972,183358.8711482076,.24520926,.22635613,.36072782,34,46,56,.25728694,.21703993,.23823744,.28743568,.58729219,.041146863,.27420005,.055697277,.041663602,.016520021,.1892501,.29588071,.23597386,.076493673,.20240167,.13887691,.25391871,.16642554,.56139529,.29108089,.085948586,.25549266,44592.22731227437
4013b,"Maricopa County (excluding Phoenix), AZ",1,5,929,34730.46717132574,.32555944,.30697283,.35523251,31,38,48,.40174457,.27611402,.30875298,.013388429,.74888164,.028175175,.15120341,.030291058,.041448712,.056902956,0,0,.76426727,.2357327,0,.13250166,.1095773,.068434522,.50387388,.39812756,.11865606,.26570359,47667.55333381053
4013b,"Maricopa County (excluding Phoenix), AZ",2,4,667,22563.22728557452,.17002046,.20539096,.34231317,55,58,61,0,.06572409,.12273205,.81154388,.6339519,.10427605,.16679166,.048420835,.046559576,.011496547,0,0,.74123001,.25876999,0,.19714691,.1485994,.04992706,.64387625,0,0,.13416103,65625.428471483
4013b,"Maricopa County (excluding Phoenix), AZ",3,1,1679,69588.83835425165,.24434917,.19247298,.36915585,31,38,47,.37164485,.31117308,.31718209,0,.4046388,.039754201,.47000891,.03898254,.046615537,.0051975022,.41224876,.58775127,0,0,0,.12930025,.35138175,.27776504,.4778721,.41955915,.13496713,.37566066,32040.448
4013b,"Maricopa County (excluding Phoenix), AZ",4,2,570,19364.19673969153,.14074841,.1523695,.35966906,57,59,61,0,0,0,1,.6127432,.016593983,.27402577,.067966007,.028671054,0,.31050968,.68949032,0,0,0,.1818001,.33178782,.22874025,.63805866,.041548684,.011924373,.22656865,49061.93599999999
4013b,"Maricopa County (excluding Phoenix), AZ",5,6,767,24725.90815827721,.18874373,.12632117,.34737933,48,57,60,0,.1818255,.22917081,.58900368,.79045218,.028842656,.080587015,.082381032,.017737087,.0038711545,0,0,0,0,1,.10032641,.19761139,.06344261,.7337054,.20286204,.045120396,.099171109,60075.84
4013b,"Maricopa County (excluding Phoenix), AZ",6,7,360,12386.23343908664,.43773901,.544227,.39063275,29,33,42,.59426737,.20778759,.19794507,0,.63005072,.03329201,.10140582,.16164994,.073601492,.027128592,0,0,0,0,1,.11426155,.29359367,.13603225,.57786095,.3655647,.072637163,.13002525,60577.31858906123
40143c,"Tulsa County, OK",ALL,,1286,47726.10254115168,.27537543,.26150954,.32396024,34,46,55,.27305326,.20564528,.25314444,.26815701,.60734248,.11236402,.1292945,.035360232,.11563874,.018867753,.17590947,.36281642,.22168659,.06734062,.1722469,.22272678,.14789681,.10790028,.56640321,.3069278,.11175465,.2798574,38544.08613658658
40143c,"Tulsa County, OK",1,1,484,17529.06758106203,.23344594,.23572159,.36660981,42,50,56,0,.32837066,.37019691,.30143243,.58468509,.10281994,.16561699,.037299588,.10957841,.0047006514,.29782134,.70217866,0,0,0,.32333609,.19474718,.14907458,.55378646,.27682301,.082515158,.27905276,36045.504
40143c,"Tulsa County, OK",2,3,236,8182.219723973972,.32178119,.3081347,.32240108,27,29,32,1,0,0,0,.41092071,.17414907,.25383231,.028438669,.13265926,.012349304,.38802955,.61197048,0,0,0,.13984072,.21007381,.20421712,.44273055,.47677669,.19083011,.42814022,32040.448
40143c,"Tulsa County, OK",3,6,111,4319.86858847945,.17453755,.24735861,.25875649,54,58,61,0,.088999964,.18871924,.7222808,.93243217,.022768321,.010768821,0,.034030665,.0030525362,0,0,0,0,1,.08861734,.038852151,0,.78825009,.042610422,.02091852,.033330943,104031.3296
40143c,"Tulsa County, OK",4,7,88,3900.804882169348,.34619385,.20703489,.16560274,31,37,44,.41632795,.336126,.24754606,0,.47562638,.09464819,.11068551,.17960116,.13943876,.016577775,0,0,0,0,1,.090862677,.29450634,.14078195,.60555726,.55176747,.12011976,.16095477,36045.504
40143c,"Tulsa County, OK",5,5,250,9346.964900802153,.38970348,.31750286,.33960018,31,41,49,.34508896,.24406098,.4077816,.0030684567,.67034632,.1259456,.044278186,.006942872,.15248699,.058782995,0,0,.7770555,.22294447,0,.23634315,.034678504,.018185724,.5005706,.37425885,.1825752,.39828876,31840.1952
40143c,"Tulsa County, OK",6,4,117,4447.17686466469,.15080641,.22121418,.32808828,57,59,61,0,.018383941,0,.98161608,.72537011,.11033145,.067132615,.0080059096,.089159906,.020180397,0,0,.74589473,.25410527,0,.19597805,.064118259,.032926012,.73220044,.013566659,.013566659,.10505555,64581.84645225943
4019c,"Pima County, AZ",ALL,,2163,73275.60347618045,.30781126,.29527879,.34875509,34,44,55,.28395668,.21828818,.22596283,.27179229,.47117582,.033828344,.40215576,.033061028,.059779055,.017817019,.22139144,.28365049,.24443078,.075020969,.17550632,.19616961,.23640107,.1775694,.48083323,.30026805,.10402865,.3870942,35878.80358458858
4019c,"Pima County, AZ",1,1,654,23203.12827028755,.34899521,.27615517,.40009195,30,35,46,.47621953,.23647076,.28730971,0,.38570589,.032264374,.47688824,.011856221,.0932853,.0049558622,.38098723,.61901277,0,0,0,.19607148,.16536275,.10299136,.34007767,.37326095,.15556943,.52907318,30753.26021536163
4019c,"Pima County, AZ",2,1,411,13804.12439108424,.19032517,.15507884,.2320991,47,56,59,0,.19165586,.2124681,.59587604,.25455976,.017042615,.64594859,.061337966,.021111079,.0017747597,.53480363,.46519634,0,0,0,.22757472,.58078033,.57927966,.62065291,.26219556,.060925122,.37119332,31778.36888920702
4019c,"Pima County, AZ",3,5,175,7170.932305628247,.44693953,.39572167,.41458195,27,30,31,1,0,0,0,.39543736,.062771589,.44611251,.034219306,.061459243,.10682208,0,0,.79659235,.20340768,0,.21811949,.1382843,.051198233,.35588244,.4533473,.16379921,.53877497,31500.20566631184
4019c,"Pima County, AZ",4,4,513,16237.08684376839,.32611832,.34057918,.35538709,43,51,57,0,.32635698,.2865108,.38713223,.6144225,.034715146,.25531718,.025427124,.070118047,.015137096,0,0,.75127411,.24872589,0,.19783282,.14448372,.073274888,.53604782,.22759855,.085502416,.32116917,43979.13329565845
4019c,"Pima County, AZ",5,6,342,10015.07248869132,.23125573,.36015499,.3428463,42,55,60,.1414327,.15395173,.16499904,.53961653,.92361271,.013050122,.041365359,.017252235,.0047195726,.015403383,0,0,0,0,1,.14227886,.060547844,.022384986,.59514689,.15167473,.019435594,.11929703,56571.416
4019c,"Pima County, AZ",6,7,68,2845.259176720664,.35630342,.39140698,.31312072,32,36,44,.41118327,.35911363,.22970313,0,0,.1231515,.60705405,.16508843,.10470606,0,0,0,0,0,1,.16948305,.53574038,.29671738,.54779071,.44165641,.14567904,.24295516,48966.66585949116
41051a,"Portland, OR",ALL,,1291,46728.52746996111,.37896687,.36365554,.4255769,33,44,55,.3032454,.19765271,.22824821,.2708537,.67485082,.080176897,.090678088,.10210326,.052190952,.021413732,.15647689,.23718007,.26016322,.07056246,.27561736,.21867938,.21560152,.14100635,.43817514,.22425193,.088602535,.40597185,43413.74498882721
41051a,"Portland, OR",1,7,153,5403.888909171938,.58561665,.5456394,.38733473,28,32,35,.69309121,.2072598,.095331118,.0043178783,.75143695,.035154972,.0120098,.14275247,.058645833,.010856379,0,0,0,0,1,.081594676,.20673716,.048996087,.48195484,.48457968,.082331151,.26526442,54068.25599999999
41051a,"Portland, OR",2,6,242,7475.305083046224,.30575141,.36027855,.42554283,46,55,60,0,.18965912,.30960929,.50073159,.85349029,.014351525,.039057463,.070015766,.02308494,.015691627,0,0,0,0,1,.13239425,.11732358,.037212908,.55041885,.019211261,.0050739236,.14833073,87134.23727685797
41051a,"Portland, OR",3,1,345,13010.61265833633,.27043998,.22851521,.41918436,43,50,56,0,.27336788,.40204024,.32459188,.56763178,.10510743,.11362623,.17576383,.037870716,.005309911,.40967998,.59031999,0,0,0,.32734716,.36550155,.31294823,.50310475,.23368585,.083831318,.4736428,34136.11883905141
41051a,"Portland, OR",4,4,307,10281.30155850945,.3271541,.34217402,.46041366,43,53,60,0,.29266438,.25340471,.45393091,.76399863,.065158039,.052472763,.032055184,.086315401,.021219341,0,0,.77146637,.22853364,0,.27489772,.10434723,.045475565,.47947976,.14102276,.067375384,.40277833,51995.53178894422
41051a,"Portland, OR",5,5,124,5173.022017534839,.54483044,.61065304,.46109569,27,29,32,.97436768,.025632333,0,0,.56594831,.13238165,.2003908,.038819462,.062459797,.10388863,0,0,.81680793,.18319207,0,.17488438,.17312291,.0953428,.19427039,.23636918,.13638838,.53525645,35044.24
41051a,"Portland, OR",6,3,120,5384.3972433623,.47503769,.31596535,.37880743,28,30,32,1,0,0,0,.54345942,.13503057,.15339254,.12241836,.045699093,0,.36805359,.63194644,0,0,0,.14820142,.25197506,.18825977,.23697323,.37213096,.21701318,.62325048,30037.92
41067c,"Washington County, OR",ALL,,952,37006.74184394897,.33096308,.32159463,.33705938,34,45,55,.27551186,.21081841,.23561735,.27805239,.63236529,.02012901,.17459624,.11532404,.057585448,.021950824,.18679455,.24754706,.21757975,.081273146,.2668055,.16684306,.2729007,.19022779,.58851248,.27724499,.060692921,.29631701,53408.1619073447
41067c,"Washington County, OR",1,1,270,12481.49222372337,.34940106,.30923241,.36127958,31,38,47,.37926945,.27531129,.34244224,.0029770201,.5054602,.034349151,.33670145,.069998197,.05349097,.0030979202,.43843424,.56156576,0,0,0,.17702074,.38231823,.33933201,.57233506,.45227,.099329077,.54767311,36801.40139104943
41067c,"Washington County, OR",2,7,154,5662.823208876221,.48992798,.45709556,.3092795,30,39,48,.39275637,.28103387,.32620975,0,.71275312,.016944814,.043706901,.1386518,.087943345,0,0,0,0,0,1,.071121424,.20551623,.032682352,.56555402,.26672781,.029183699,.1113916,67862.19420856466
41067c,"Washington County, OR",3,7,20,848.4330049549686,.24455869,.10735828,.30343246,36,50,55,.20442672,.16178343,.2775023,.35628757,.057045162,.10735828,.23525204,.60034454,0,0,0,0,0,0,1,.12398174,1,1,.6649819,.12012201,0,.14843595,81779.38009523266
